05-29 14:16:07.641  1690  4287 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{ea86e2b #1703 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 17:29:56.034  1690  2010 I WindowManager: wms.showSurfaceRobustly mWin:Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 17:29:56.457  1690  2010 D WindowManager: wms.Update InputWindowHandle: f6d8b62 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3, frame=[0,0,0,0], touchableRegion=SkRegion((0,0,1080,2400)), scaleFactor=1.0, transform=null, windowToken=android.os.BinderProxy@7749a2d, isClone=false, visibal=true, focusable=true, changed=true
05-29 17:29:57.679  1690  3331 I SmartPower.com.miui.player/10154(3006): visible->invisible(8874ms) R(become invisible) adj=50.
05-29 17:29:57.679  1690  3331 I SmartPower.com.miui.player/10154(3006): invisible->background(1ms) R(become background) adj=50.
05-29 17:29:57.679  1690  3331 I SmartPower.com.miui.player:remote/10154(3536): invisible->background(7217ms) R(become background) adj=500.
05-29 17:29:57.689  1690  3331 I PowerManagerServiceImpl: Release wakelock: SCREEN_BRIGHT_WAKE_LOCK        'WindowManager' ON_AFTER_RELEASE DISABLED ACQ=-5s149ms (uid=1000 pid=1690 pkg=android ws=WorkSource{10154 com.miui.player})
05-29 17:29:57.971  1690  2117 I ActivityManager: Killing 3536:com.miui.player:remote/u0a154 (adj 500): MiuiMemoryService(started-services)
05-29 17:29:58.225  1690  5144 I AutoStartManagerService: MIUILOG- Reject RestartService service :ComponentInfo{com.miui.player/com.miui.player.service.RemotePlayService} uid : 10154
05-29 17:29:59.278  1690  5144 W BroadcastQueue: Skipping deliver [foreground] BroadcastRecord{aaa44cf u-1 android.intent.action.SCREEN_OFF} to ReceiverList{8bbf695 3536 com.miui.player:remote/10154/u0 remote:1a7b64c}: process gone or crashing
05-29 17:29:59.281  1690  2047 W BroadcastQueue: Skipping deliver [foreground] BroadcastRecord{aaa44cf u-1 android.intent.action.SCREEN_OFF} to ReceiverList{e18e950 3536 com.miui.player:remote/10154/u0 remote:5482313}: process gone or crashing
05-29 17:30:10.767  1690  5142 W ProcessStats: Tracking association SourceState{5f8d755 com.miui.player/10154 BTopFgs #3326239} whose proc state 2 is better than process ProcessState{39dc9c5 com.google.android.gms.persistent/10135 pkg=com.google.android.gms} proc state 3 (2033 skipped)
05-29 17:34:57.522  3006  3006 I ForceDarkHelperStubImpl: setViewRootImplForceDark: false for com.miui.player.playerui3.nowplaying.NowPlayingActivity3@6b5293d, reason: LightTheme
05-29 17:34:57.528  1690  5146 I SmartPower.com.miui.player/10154(3006): background->invisible(299848ms) R(become foreground) adj=0.
05-29 17:34:57.680  1690  4959 D WindowManager: wms.finishDrawingLocked: mDrawState=COMMIT_DRAW_PENDING Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3} in Surface(name=com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3)/@0xdcc3940
05-29 17:34:57.681  1690  4959 D MiuiFreeFormGesturePointerEventListener: finishDrawingWindow: topFullScreenWindow= Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 17:34:57.697  1690  2010 I SmartPower.com.miui.player/10154(3006): invisible->visible(169ms) R(become visible) adj=0.
05-29 17:34:57.705  1690  2010 I WindowManager: wms.showSurfaceRobustly mWin:Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 17:34:57.709  1690  2010 I PowerManagerServiceImpl: Acquire wakelock: SCREEN_BRIGHT_WAKE_LOCK        'WindowManager' ON_AFTER_RELEASE (uid=1000 pid=1690 pkg=android ws=WorkSource{10154 com.miui.player})
05-29 17:34:57.772  1690  1805 D WindowManager: wms.Input focus has changed to Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3} display=0 updateInputWindows = true
05-29 17:34:58.046  1690  2010 D WindowManager: wms.Update InputWindowHandle: f6d8b62 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3, frame=[0,0,0,0], touchableRegion=SkRegion((0,0,1080,2400)), scaleFactor=1.0, transform=null, windowToken=android.os.BinderProxy@7749a2d, isClone=false, visibal=true, focusable=true, changed=true
05-29 17:35:03.512  1690  4315 I SmartPower.com.miui.player/10154(3006): visible->invisible(5815ms) R(become invisible) adj=50.
05-29 17:35:03.512  1690  4315 I SmartPower.com.miui.player/10154(3006): invisible->background(0ms) R(become background) adj=50.
05-29 17:35:03.529  1690  4315 I PowerManagerServiceImpl: Release wakelock: SCREEN_BRIGHT_WAKE_LOCK        'WindowManager' ON_AFTER_RELEASE DISABLED ACQ=-5s818ms (uid=1000 pid=1690 pkg=android ws=WorkSource{10154 com.miui.player})
05-29 17:36:32.628  3006  3006 I ForceDarkHelperStubImpl: setViewRootImplForceDark: false for com.miui.player.playerui3.nowplaying.NowPlayingActivity3@6b5293d, reason: LightTheme
05-29 17:36:32.630  1690  4315 I SmartPower.com.miui.player/10154(3006): background->invisible(89118ms) R(become foreground) adj=200.
05-29 17:36:32.771  1690  5146 D WindowManager: wms.finishDrawingLocked: mDrawState=COMMIT_DRAW_PENDING Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3} in Surface(name=com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3)/@0x53fc521
05-29 17:36:32.771  1690  5146 D MiuiFreeFormGesturePointerEventListener: finishDrawingWindow: topFullScreenWindow= Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 17:36:32.779  1690  2010 I SmartPower.com.miui.player/10154(3006): invisible->visible(149ms) R(become visible) adj=0.
05-29 17:36:32.782  1690  2010 I WindowManager: wms.showSurfaceRobustly mWin:Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 17:36:32.784  1690  2010 I PowerManagerServiceImpl: Acquire wakelock: SCREEN_BRIGHT_WAKE_LOCK        'WindowManager' ON_AFTER_RELEASE (uid=1000 pid=1690 pkg=android ws=WorkSource{10154 com.miui.player})
05-29 17:36:32.812  1690  3304 D WindowManager: wms.Input focus has changed to Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3} display=0 updateInputWindows = true
05-29 17:36:33.105  1690  2010 D WindowManager: wms.Update InputWindowHandle: f6d8b62 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3, frame=[0,0,0,0], touchableRegion=SkRegion((0,0,1080,2400)), scaleFactor=1.0, transform=null, windowToken=android.os.BinderProxy@7749a2d, isClone=false, visibal=true, focusable=true, changed=true
05-29 17:36:43.598  1690  5909 I PowerManagerServiceImpl: Release wakelock: SCREEN_BRIGHT_WAKE_LOCK        'WindowManager' ON_AFTER_RELEASE DISABLED ACQ=-10s813ms (uid=1000 pid=1690 pkg=android ws=WorkSource{10154 com.miui.player})
05-29 17:36:44.475  1690  3011 I SmartPower.com.miui.player/10154(3006): visible->invisible(11696ms) R(become invisible) adj=0.
05-29 17:36:44.475  1690  3011 I SmartPower.com.miui.player/10154(3006): invisible->background(0ms) R(become background) adj=0.
05-29 17:36:47.476  1690  2616 I SmartPower.com.miui.player/10154(3006): background->idle(3001ms) R(become background) adj=0.
05-29 17:37:34.918  1690  2047 W BroadcastQueue: Target SDK mismatch: receiver ActivityInfo{ec9b4ae com.miui.player.NetworkStateReceiver} targets 35 but delivery restricted to [0, 23] broadcasting Intent { act=android.net.conn.CONNECTIVITY_CHANGE flg=0x4200010 (has extras) } from android (pid=1690, uid=1000) to com.miui.player/.NetworkStateReceiver
05-29 17:42:04.387  3006  3006 I ForceDarkHelperStubImpl: setViewRootImplForceDark: false for com.miui.player.playerui3.nowplaying.NowPlayingActivity3@6b5293d, reason: LightTheme
05-29 17:42:04.410  1690  5901 I SmartPower.com.miui.player/10154(3006): idle->invisible(72326ms) R(become foreground) adj=0.
05-29 17:42:04.498  1690  5901 D WindowManager: wms.finishDrawingLocked: mDrawState=COMMIT_DRAW_PENDING Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3} in Surface(name=com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3)/@0x6a7cf98
05-29 17:42:04.499  1690  5901 D MiuiFreeFormGesturePointerEventListener: finishDrawingWindow: topFullScreenWindow= Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 17:42:04.505  1690  2010 I SmartPower.com.miui.player/10154(3006): invisible->visible(95ms) R(become visible) adj=0.
05-29 17:42:04.512  1690  2010 I WindowManager: wms.showSurfaceRobustly mWin:Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 17:42:04.543  1690  4959 D WindowManager: wms.Input focus has changed to Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3} display=0 updateInputWindows = true
05-29 17:42:04.819  1690  2010 D WindowManager: wms.Update InputWindowHandle: f6d8b62 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3, frame=[0,0,0,0], touchableRegion=SkRegion((0,0,1080,2400)), scaleFactor=1.0, transform=null, windowToken=android.os.BinderProxy@7749a2d, isClone=false, visibal=true, focusable=true, changed=true
05-29 17:42:22.869  1690  5909 D WindowManager: wms.Input focus has changed to Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3} display=0 updateInputWindows = true
05-29 17:42:24.665  1690  2010 D WindowManager: wms.Update InputWindowHandle: f6d8b62 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3, frame=[0,0,0,0], touchableRegion=SkRegion((0,0,1080,2400)), scaleFactor=1.0, transform=null, windowToken=android.os.BinderProxy@7749a2d, isClone=false, visibal=true, focusable=true, changed=true
05-29 17:42:25.376  1690  2009 I SmartPower.com.miui.player/10154(3006): visible->invisible(20871ms) R(become invisible) adj=200.
05-29 17:42:25.376  1690  2009 I SmartPower.com.miui.player/10154(3006): invisible->background(0ms) R(become background) adj=200.
05-29 17:42:29.116  1690  3031 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{731f568 #1729 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 17:42:43.370  1690  4321 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{731f568 #1729 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=3} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 17:49:14.407  1690  4315 D OomAdjuster: App adj change from previous state to cached state : 3006 com.miui.player
05-29 18:10:40.037  1690  2616 I SmartPower.com.miui.player/10154(3006): background->idle(1694661ms) R(broadcast start Intent { act=android.intent.action.SCREEN_OFF flg=0x50200010 }) adj=905.
05-29 18:10:53.845  1690  1806 I SmartPower.com.miui.player/10154(3006): idle->background(9550ms) R(broadcast start Intent { act=android.intent.action.SCREEN_ON flg=0x50200010 }) adj=0.
05-29 18:11:03.741  1690  2616 I SmartPower.com.miui.player/10154(3006): background->idle(3000ms) R(broadcast start Intent { act=android.intent.action.SCREEN_ON flg=0x50200010 }) adj=905.
05-29 18:11:07.429  1690  5818 I SmartPower.com.miui.player/10154(3006): idle->background(3688ms) R(broadcast start Intent { act=android.intent.action.SCREEN_ON flg=0x50200010 }) adj=0.
05-29 18:11:18.060  1690  2616 I SmartPower.com.miui.player/10154(3006): background->idle(5075ms) R(broadcast start Intent { act=android.intent.action.SCREEN_ON flg=0x50200010 }) adj=915.
05-29 18:11:26.647  1690  5070 I SmartPower.com.miui.player/10154(3006): idle->background(2642ms) R(broadcast start Intent { act=android.intent.action.SCREEN_OFF flg=0x50200010 }) adj=0.
05-29 18:15:50.193  1690  2616 I SmartPower.com.miui.player/10154(3006): background->idle(3001ms) R(broadcast start Intent { act=android.intent.action.SCREEN_OFF flg=0x50200010 }) adj=905.
05-29 18:48:26.045  1690  2038 D OneTrackFoldStateHelper: reportOneTrack: data: Bundle[{fold_times=0, PACKAGE=android, device_state_time={0=42869.4}, EVENT_NAME=fold_statistic, app_use_screen_time={com.google.android.photopicker={1=196.023}, android={1=49.746}, com.miui.player={1=466.659}, com.google.android.gms={1=5.751}, com.whatsapp.w4b={1=1253.24}, com.zhiliaoapp.musically={1=12976.003}, com.bigwinepot.nwdn.international={1=52.437}, com.miui.home={1=836.371}, org.telegram.messenger={1=8136.256}, ru.zdevs.zarchiver={1=77.661}, com.google.android.permissioncontroller={1=32.908}, com.miui.securitycenter={1=4.272}, com.miui.cleaner={1=11.686}, bin.mt.plus={1=14.193}, com.facebook.katana={1=6.174}, com.android.vending={1=30.731}, com.android.chrome={1=7.398}, com.anslayer={1=87.689}, com.android.camera={1=9.175}, com.facebook.lite={1=378.93}, com.openai.chatgpt={1=2163.067}, com.miui.gallery={1=38.356}, com.android.settings={1=13.169}, com.google.android.youtube={1=15684.941}, com.brave.browser={1=332.94}, com.android.htmlviewer={1=3.622}}, APP_ID=31000401594}]
05-29 19:30:00.161  1690  3029 I SmartPower.com.miui.player/10154(3006): idle->background(203714ms) R(broadcast start Intent { act=android.intent.action.SCREEN_ON flg=0x50200010 }) adj=0.
05-29 19:30:03.167  1690  2616 I SmartPower.com.miui.player/10154(3006): background->idle(3007ms) R(broadcast start Intent { act=android.intent.action.SCREEN_ON flg=0x50200010 }) adj=905.
05-29 19:30:05.894  1690  2047 I SmartPower.com.miui.player/10154(3006): idle->background(2726ms) R(broadcast start Intent { act=android.intent.action.USER_PRESENT flg=0x24200010 }) adj=905.
05-29 19:30:08.897  1690  2616 I SmartPower.com.miui.player/10154(3006): background->idle(3003ms) R(broadcast start Intent { act=android.intent.action.USER_PRESENT flg=0x24200010 }) adj=905.
05-29 19:30:13.431  1690  5070 I SmartPower.com.miui.player/10154(3006): idle->background(4534ms) R(content provider start ContentProviderRecord{af1124e u0 com.miui.player/.content.SystemAdContentProvider}) adj=100.
05-29 19:30:13.456  1690  3304 I ActivityTaskManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.miui.player/.ui.MusicBrowserActivity bnds=[860,1424][1033,1597] (has extras)} from uid 10145 from pid 15502 callingPackage com.miui.home
05-29 19:30:13.562  1690  3304 I SmartPower.com.miui.player/10154(3006): background->invisible(131ms) R(become foreground) adj=100.
05-29 19:30:13.617  3006  3006 I ForceDarkHelperStubImpl: setViewRootImplForceDark: false for com.miui.player.playerui3.nowplaying.NowPlayingActivity3@6b5293d, reason: LightTheme
05-29 19:30:13.722  1690  4287 D WindowManager: wms.Input focus has changed to Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3} display=0 updateInputWindows = true
05-29 19:30:13.726  1690  2010 D WindowManager: wms.Update InputWindowHandle: f6d8b62 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3, frame=[0,0,0,0], touchableRegion=SkRegion((0,0,1080,2400)), scaleFactor=1.0, transform=null, windowToken=android.os.BinderProxy@7749a2d, isClone=false, visibal=true, focusable=true, changed=true
05-29 19:30:13.752  1690  3331 D WindowManager: wms.finishDrawingLocked: mDrawState=COMMIT_DRAW_PENDING Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3} in Surface(name=com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3)/@0x10d5cd3
05-29 19:30:13.752  1690  3331 D MiuiFreeFormGesturePointerEventListener: finishDrawingWindow: topFullScreenWindow= Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 19:30:13.759  1690  2010 I SmartPower.com.miui.player/10154(3006): invisible->visible(197ms) R(become visible) adj=0.
05-29 19:30:13.767  1690  2010 I WindowManager: wms.showSurfaceRobustly mWin:Window{f6d8b62 u0 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3}
05-29 19:30:14.009  1690  2010 D WindowManager: wms.Update InputWindowHandle: f6d8b62 com.miui.player/com.miui.player.playerui3.nowplaying.NowPlayingActivity3, frame=[0,0,0,0], touchableRegion=SkRegion((0,0,1080,2400)), scaleFactor=1.0, transform=null, windowToken=android.os.BinderProxy@7749a2d, isClone=false, visibal=true, focusable=true, changed=true
05-29 19:30:14.711  1690  5070 I PowerManagerServiceImpl: Acquire wakelock: SCREEN_BRIGHT_WAKE_LOCK        'WindowManager' ON_AFTER_RELEASE (uid=1000 pid=1690 pkg=android ws=WorkSource{10154 com.miui.player})
